pair_id,review_order,word,pos,material_labels,source_sense_id_a,definition_a,labels_a,examples_a,source_sense_id_b,definition_b,labels_b,examples_b,decision,review_notes
point:noun:31eb8cea93cc:22bc8f3bd83d5465,149,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:288836c902f67b89b9838940:1:sense,A sharp extremity. | An object which has a sharp or tapering tip.,countable;uncountable,"{""bold_text_offsets"": [[33, 39]], ""text"": ""His cowboy belt was studded with points."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:9f862401956e36a45eb596c7:1:sense,A sharp extremity. | The sharp tip of an object.,countable;uncountable,"{""bold_text_offsets"": [[22, 27]], ""text"": ""Cut the skin with the point of the knife."", ""type"": ""example""} | {""bold_text_offsets"": [[41, 48]], ""ref"": ""c. 1587–1588 (date written), [Christopher Marlowe], Tamburlaine the Great. […] The First Part […], 2nd edition, part 1, London: […] [R. Robinson for] Richard Iones, […], published 1592, →OCLC; reprinted as Tamburlaine the Great (A Scolar Press Facsimile), Menston, Yorkshire; London: Scolar Press, 1973, →ISBN, Act III, scene iii:"", ""text"": ""Leaue words & let them feele your lances pointes"", ""type"": ""quotation""}",MERGE,Near-paraphrase: a sharp/tapering tip or extremity.
point:noun:31eb8cea93cc:23766ba414e20f04,150,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:fur']:ee67c6375dcf01d1945b576b:1:sense,"A small discrete division or individual feature of something. | An area of contrasting colour on an animal, especially a dog; a marking.",countable;plural-normally;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The point color of that cat was a deep, rich sable."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:2bda4fa8b38b91fb70a70e97:1:sense,A small discrete division or individual feature of something. | Ellipsis of percentage point.,abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[72, 78], [219, 225]], ""ref"": ""2013, Louise Levison, Filmmakers and Financing: Business Plans for Independents, page 67:"", ""text"": ""We have yet to touch on the idea of stars and directors receiving gross points, which is a percentage of the studio's gross dollar (e.g., the $5.00 studio share of the total box office dollar in Table 4.1). Even if the points are paid on \""first dollar,\"" the reference is only to studio share."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:45c4020c48cd1c30,151,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:2bda4fa8b38b91fb70a70e97:1:sense,A small discrete division or individual feature of something. | Ellipsis of percentage point.,abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[72, 78], [219, 225]], ""ref"": ""2013, Louise Levison, Filmmakers and Financing: Business Plans for Independents, page 67:"", ""text"": ""We have yet to touch on the idea of stars and directors receiving gross points, which is a percentage of the studio's gross dollar (e.g., the $5.00 studio share of the total box office dollar in Table 4.1). Even if the points are paid on \""first dollar,\"" the reference is only to studio share."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:3d952ce849c7d7cc3db975d8:1:sense,A small discrete division or individual feature of something. | A tenth; formerly also a twelfth.,countable;uncountable,"{""bold_text_offsets"": [[19, 25]], ""text"": ""Possession is nine points of the law."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:5432b1afc66a9134,152,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:unit of scoring']:3bc139e46454b86454bb8c70:1:sense,A small discrete division or individual feature of something. | A unit of scoring in a game or competition.,countable;uncountable,"{""bold_text_offsets"": [[22, 28]], ""text"": ""The one with the most points will win the game."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:2bda4fa8b38b91fb70a70e97:1:sense,A small discrete division or individual feature of something. | Ellipsis of percentage point.,abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[72, 78], [219, 225]], ""ref"": ""2013, Louise Levison, Filmmakers and Financing: Business Plans for Independents, page 67:"", ""text"": ""We have yet to touch on the idea of stars and directors receiving gross points, which is a percentage of the studio's gross dollar (e.g., the $5.00 studio share of the total box office dollar in Table 4.1). Even if the points are paid on \""first dollar,\"" the reference is only to studio share."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:67114c420aa7b521,153,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:737a5b17dee637c0fbe762a1:1:sense,A small discrete division or individual feature of something. | An electric power socket.,UK;countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:c96a824405aed3a19d721bff:1:sense,"A small discrete division or individual feature of something. | A unit of measure for rain, equal to 0.254 mm or 0.01 of an inch.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:752501ebdc3b692e,154,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:3d952ce849c7d7cc3db975d8:1:sense,A small discrete division or individual feature of something. | A tenth; formerly also a twelfth.,countable;uncountable,"{""bold_text_offsets"": [[19, 25]], ""text"": ""Possession is nine points of the law."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:b1bd0103edbee0a5fa02c3bd:1:sense,A small discrete division or individual feature of something. | A distinguishing quality or characteristic.,countable;uncountable,"{""bold_text_offsets"": [[22, 27]], ""text"": ""Logic isn't my strong point."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:7811ccf37f9fd59a,155,point,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:focus of attention, main idea']:0c7b502f5016feb2bc69cd6d:1:sense",A small discrete division or individual feature of something. | A focus of conversation or consideration; the main idea.,countable;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The point is that we should stay together, whatever happens."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:3d952ce849c7d7cc3db975d8:1:sense,A small discrete division or individual feature of something. | A tenth; formerly also a twelfth.,countable;uncountable,"{""bold_text_offsets"": [[19, 25]], ""text"": ""Possession is nine points of the law."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:936b5ed03a7c354f,156,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:fur']:ee67c6375dcf01d1945b576b:1:sense,"A small discrete division or individual feature of something. | An area of contrasting colour on an animal, especially a dog; a marking.",countable;plural-normally;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The point color of that cat was a deep, rich sable."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:unit of scoring']:3bc139e46454b86454bb8c70:1:sense,A small discrete division or individual feature of something. | A unit of scoring in a game or competition.,countable;uncountable,"{""bold_text_offsets"": [[22, 28]], ""text"": ""The one with the most points will win the game."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:98b8e9a8f9fac3d7,157,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:083dd9b7021840428cfcfc6e:1:sense,A sharp extremity. | The position at the front or vanguard of an advancing force.,countable;uncountable,"{""bold_text_offsets"": [[136, 141]], ""ref"": ""2004, Martin Torgoff, “Next Stop is Vietnam”, in Can’t Find My Way Home: America in the Great Stoned Age, 1945–2000, New York, N.Y.: Simon & Schuster, →ISBN, page 189:"", ""text"": ""Willie Jones decided to become Kimani Jones, Black Panther, on the day his best friend, Otis Nicholson, stepped on a mine while walking point during a sweep in the central highlands."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:aa0651bac8daee47db69cc01:1:sense,A sharp extremity. | The position at the front or vanguard of an advancing force. | Ellipsis of point man.,abbreviation;alt-of;countable;ellipsis;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:a18e23d4668d5951,158,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:3d952ce849c7d7cc3db975d8:1:sense,A small discrete division or individual feature of something. | A tenth; formerly also a twelfth.,countable;uncountable,"{""bold_text_offsets"": [[19, 25]], ""text"": ""Possession is nine points of the law."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:737a5b17dee637c0fbe762a1:1:sense,A small discrete division or individual feature of something. | An electric power socket.,UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:b769f13fcda22bf3,159,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:['en:unit of scoring']:3bc139e46454b86454bb8c70:1:sense,A small discrete division or individual feature of something. | A unit of scoring in a game or competition.,countable;uncountable,"{""bold_text_offsets"": [[22, 28]], ""text"": ""The one with the most points will win the game."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:737a5b17dee637c0fbe762a1:1:sense,A small discrete division or individual feature of something. | An electric power socket.,UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:c32cd8594fb6ae65,160,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:737a5b17dee637c0fbe762a1:1:sense,A small discrete division or individual feature of something. | An electric power socket.,UK;countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:b1bd0103edbee0a5fa02c3bd:1:sense,A small discrete division or individual feature of something. | A distinguishing quality or characteristic.,countable;uncountable,"{""bold_text_offsets"": [[22, 27]], ""text"": ""Logic isn't my strong point."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
point:noun:31eb8cea93cc:ecbca3e386bca6af,161,point,noun,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:737a5b17dee637c0fbe762a1:1:sense,A small discrete division or individual feature of something. | An electric power socket.,UK;countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:562e0774ce9fc59536009ab8:content:f12e6b637b4467fbafdd7886:1:sense,A small discrete division or individual feature of something. | A topic of discussion or debate; a proposition; a count.,countable;uncountable,"{""bold_text_offsets"": [[11, 16]], ""text"": ""I made the point that we all had an interest to protect."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
quark:noun:ee4e943421d9:d8e8e94dd6aaa88f,162,quark,noun,,WIK:wiktionary-20260901:m004.3-v1:en:00b369f26921f9d19030c86d:['en:Q6718']:6381bd9628423c18a26f4728:1:sense,"In the Standard Model, one of a number of elementary subatomic particles having fractional electric charge that forms matter. They are theorized not to exist in isolation, but only in combinations in hadrons such as neutrons and protons or in quark–gluon plasmas.",particle,"{""ref"": ""1964 February 1, M[urray] Gell-Mann, “A Schematic Model of Baryons and Mesons”, in Physics Letters, volume 8, number 3, Amsterdam, North Holland: North-Holland Publishing Company, →DOI, →ISSN, →OCLC, archived from the original on 23 Jun 2022, page 214, column 2:"", ""text"": ""A simpler and more elegant scheme can be constructed if we allow non-integral values for the charges. We can dispense entirely with the basic baryon b if we assign to the triplet t the following properties: spin #92;frac#123;1#125;#123;2#125;, z#61;#123;-#92;frac#123;1#125;#123;3"", ""type"": ""quotation""} | {""bold_text_offsets"": [[20, 25], [20, 26], [88, 93], [99, 104], [99, 105], [355, 360], [355, 361], [466, 471], [466, 472]], ""ref"": ""2006 December, Arnuf Quadt, “Top Quark Physics at Hadron Colliders”, in The European Physical Journal C: Particles and Fields, Heidelberg, Baden-Württemberg: Springer, →DOI, →ISSN, →OCLC, page 835, column 1; republished as Douglas H. Beck, Dieter Haidt, John W[illiam] Negele, editors, Top Quark Physics at Hadron Colliders (Advances in the Physics of Particles and Nuclei; 28), Berlin; Heidelberg: Springer, 2007, →ISBN, page 1:"", ""text"": ""There are six known quarks in nature, the up, down, strange, charm, bottom, and the top quark. The quarks are arranged in three pairs or \""generations\"". Each member of a pair may be transformed into its partner via the charged-current weak interaction. Together with the six known leptons (the electron, muon, tau, and their associated neutrinos), the six quarks constitute all of the known luminous matter in the universe. The understanding of the properties of the quarks and leptons and their interactions is therefore of paramount importance."", ""type"": ""quotation""} | {""bold_text_offsets"": [[199, 204], [285, 290], [285, 291], [410, 415], [410, 416], [452, 457], [452, 458], [517, 523]], ""ref"": ""2012 March-April, Jeremy Bernstein, “A Palette of Particles”, in American Scientist, volume 100, number 2, New Haven, Conn.: Sigma Xi, the Scientific Research Society, →ISSN, →OCLC, archived from the original on 12 Apr 2023, page 146:"", ""text"": ""There were also particles no one had predicted that just appeared. Five of them are of interest to me here. In order of increasing modernity, they are the neutrino, the pi meson, the antiproton, the quark and the Higgs boson. […] It fairly rapidly became clear to physicists that free quarks were not going to be found. Making a virtue out of necessity, they invented a dynamics that would permanently confine quarks within particles. In this scenario quarks exchange particles called gluons. […] There is no escape. Quarks are imprisoned forever."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:00b369f26921f9d19030c86d:content:fa5fac23da5a0866af37c6a1:1:sense,An integer that uniquely identifies a text string.,broadly,"{""bold_text_offsets"": [[58, 63], [58, 64], [127, 132]], ""ref"": ""1992, Keith D. Gregory, “Resources Revisited”, in Programming with Motif, New York, N.Y.: Springer-Verlag New York, →DOI, →ISBN, page 453:"", ""text"": ""Two functions are provided to convert between strings and quarks: XrmStringToQuark and XrmQuarkToString […] The second takes a quark as its parameter and returns a pointer to its associated string; it is used primarily for debugging and runtime error messages."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
run:verb:06a782f26410:7316085bf4eda64e,163,run,verb,,WIK:wiktionary-20260901:m004.3-v1:en:26a8a310003ffafd42ff4c70:content:4243116a2a66cd357801a211:1:sense,"To extend or persist, statically or dynamically, through space or time. | To make a machine operate.",transitive,"{""bold_text_offsets"": [[19, 22]], ""text"": ""It's full. You can run the dishwasher now."", ""type"": ""example""} | {""bold_text_offsets"": [[6, 9]], ""text"": ""Don't run the engine so fast."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:26a8a310003ffafd42ff4c70:content:d838c6134e17a06c14e19376:1:sense,"To extend or persist, statically or dynamically, through space or time. | To make (something) extend in space.",transitive,"{""bold_text_offsets"": [[10, 13]], ""text"": ""I need to run this wire along the wall."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
run:verb:06a782f26410:f7d9384fd1a1a753,164,run,verb,,WIK:wiktionary-20260901:m004.3-v1:en:26a8a310003ffafd42ff4c70:content:875ee87037b1f37583ff6032:1:sense,"To extend or persist, statically or dynamically, through space or time. | To extend in time, to last, to continue (usually with a measure phrase).",intransitive,"{""bold_text_offsets"": [[14, 17]], ""text"": ""The sale will run for ten days."", ""type"": ""example""} | {""bold_text_offsets"": [[13, 17]], ""text"": ""The contract runs through 2008."", ""type"": ""example""} | {""bold_text_offsets"": [[12, 15]], ""text"": ""The meeting ran late."", ""type"": ""example""} | {""bold_text_offsets"": [[9, 13]], ""text"": ""The book runs 655 pages."", ""type"": ""example""} | {""bold_text_offsets"": [[11, 15]], ""text"": ""The speech runs as follows: …"", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:26a8a310003ffafd42ff4c70:content:b3c4ad00023c1da79b19f060:1:sense,"To extend or persist, statically or dynamically, through space or time. | To extend in space or through a range (often with a measure phrase).",intransitive,"{""bold_text_offsets"": [[11, 15]], ""text"": ""The border runs for 3000 miles."", ""type"": ""example""} | {""bold_text_offsets"": [[10, 14]], ""text"": ""The leash runs along a wire."", ""type"": ""example""} | {""bold_text_offsets"": [[22, 26]], ""text"": ""The grain of the wood runs to the right on this table."", ""type"": ""example""} | {""bold_text_offsets"": [[3, 6]], ""text"": ""It ran in quality from excellent to substandard."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
runner:noun:e5c96ab19ba1:02afb297faaa0d37,165,runner,noun,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:content:2a039fb7282d24ce3b96c40a:1:sense,Agent noun of run; one who runs. | A baserunner.,,"{""bold_text_offsets"": [[4, 10]], ""text"": ""The runner was out at second."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:content:bfe19cb421b10ebfd2bd6701:1:sense,Agent noun of run; one who runs. | An assistant.,,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
runner:noun:e5c96ab19ba1:09ae62f5dc69ff80,166,runner,noun,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:00231d191b2718180bb76a6a:1:sense,"A mechanical part intended to guide or aid something else to move (using wheels or sliding). | In saddlery, a loop of metal through which a rein is passed.",,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:852f6ebfd6143e5e981777d4:1:sense,A mechanical part intended to guide or aid something else to move (using wheels or sliding). | The blade of an ice skate.,,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
runner:noun:e5c96ab19ba1:7f5235af468b5365,167,runner,noun,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:852f6ebfd6143e5e981777d4:1:sense,A mechanical part intended to guide or aid something else to move (using wheels or sliding). | The blade of an ice skate.,,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:93905db5e5e85adca932b2cf:1:sense,"A mechanical part intended to guide or aid something else to move (using wheels or sliding). | In molding, a channel cut in a mold.",,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
runner:noun:e5c96ab19ba1:9d846c847d89e619,168,runner,noun,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:content:3fe9faf97f765a1c53c5cfdb:1:sense,Agent noun of run; one who runs. | Somebody who controls or manages (e.g. a system).,,"{""bold_text_offsets"": [[92, 99]], ""ref"": ""1998 June 12, Daniel Jonathan Kirk, “tipping competitions”, in aus.legal (Usenet):"", ""text"": ""[…] at least half of which would be put into the pool for the winner, the rest kept for the runners of the system to cover costs and more than likely make a fair profit."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:content:bfe19cb421b10ebfd2bd6701:1:sense,Agent noun of run; one who runs. | An assistant.,,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
runner:noun:e5c96ab19ba1:defd7c8ff7871714,169,runner,noun,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:852f6ebfd6143e5e981777d4:1:sense,A mechanical part intended to guide or aid something else to move (using wheels or sliding). | The blade of an ice skate.,,,WIK:wiktionary-20260901:m004.3-v1:en:5544b485993ca4950443cb42:['en:mechanical part']:abcdf1848403401e9e7ecfcd:1:sense,A mechanical part intended to guide or aid something else to move (using wheels or sliding). | The movable piece to which the ribs of an umbrella are attached.,,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
scale:noun:69ba4527710f:85a3b7b7f438a58d,170,scale,noun,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:6e55febd0542057b44cc6139:1:sense,A scale insect.,countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:ea772f5107628f20e818d8f3:1:sense,Scale mail (as opposed to chain mail).,countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
scale:noun:69ba4527710f:9c36bcb7084472ad,171,scale,noun,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:['en:fish']:0c82cfda6b57aa4313be844e:1:sense,"Part of an overlapping arrangement of many small, flat and hard pieces of keratin covering the skin of an animal, particularly a fish or reptile.",countable;uncountable,"{""bold_text_offsets"": [[39, 45]], ""ref"": ""1667, John Milton, “Book VII”, in Paradise Lost. […], London: […] [Samuel Simmons], and are to be sold by Peter Parker […]; [a]nd by Robert Boulter […]; [a]nd Matthias Walker, […], →OCLC; republished as Paradise Lost in Ten Books: […], London: Basil Montagu Pickering […], 1873, →OCLC:"", ""text"": ""Fish that, with their fins and shining scales, / Glide under the green wave."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:04bdd0c7dc8c1cd80b6f0477:1:sense,"Part of an overlapping arrangement of many small, flat and hard protective layers forming a pinecone that flare when mature to release pine nut seeds.",countable;uncountable,,MERGE,Same physical learner concept: an overlapping flat protective scale; animal vs pinecone context.
scale:noun:69ba4527710f:c7c7855fddb775ea,172,scale,noun,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:6e55febd0542057b44cc6139:1:sense,A scale insect.,countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:7a31bacce52595653ed59fc7:1:sense,"An infestation of scale insects on a plant; commonly thought of as, or mistaken for, a disease.",US;uncountable,"{""bold_text_offsets"": [[307, 312]], ""ref"": ""1935 March 7, T[homas] H. C. Taylor, “The Campaign against Aspidiotus destructor, Sign., in Fiji”, in Bulletin of Entomological Research, volume 26, Imperial Institute of Entomology, →DOI, →ISSN, →OCLC, page 96:"", ""text"": ""Although of no effect so far as the course of the small outbreak at Nacaugai is concerned it is necessary to add here that the prompt destruction of kavika trees over much of the neighbouring land on Nagasau estate was in all probability an important measure of control and responsible for the freedom from scale of Nagasau estate at the time when Mua was badly attacked."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
scale:noun:69ba4527710f:e1711b72ff71374e,173,scale,noun,,WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:7a31bacce52595653ed59fc7:1:sense,"An infestation of scale insects on a plant; commonly thought of as, or mistaken for, a disease.",US;uncountable,"{""bold_text_offsets"": [[307, 312]], ""ref"": ""1935 March 7, T[homas] H. C. Taylor, “The Campaign against Aspidiotus destructor, Sign., in Fiji”, in Bulletin of Entomological Research, volume 26, Imperial Institute of Entomology, →DOI, →ISSN, →OCLC, page 96:"", ""text"": ""Although of no effect so far as the course of the small outbreak at Nacaugai is concerned it is necessary to add here that the prompt destruction of kavika trees over much of the neighbouring land on Nagasau estate was in all probability an important measure of control and responsible for the freedom from scale of Nagasau estate at the time when Mua was badly attacked."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:83db7928bcbb60798278cb5c:content:ea772f5107628f20e818d8f3:1:sense,Scale mail (as opposed to chain mail).,countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
seal:noun:5dc40fcb9ba7:1216c52b37c6964a,174,seal,noun,,WIK:wiktionary-20260901:m004.3-v1:en:abd0c2dbebae018e96d63b31:['en:stamp']:9dc1e3a954c379d8a5f54e76:1:sense,A stamp used to impress a design on a soft substance such as wax.,,"{""bold_text_offsets"": [[33, 37]], ""ref"": ""1609, William Shakespeare, “Sonnet 11”, in Shake-speares Sonnets. […], London: By G[eorge] Eld for T[homas] T[horpe] and are to be sold by William Aspley, →OCLC:"", ""text"": ""She [Nature] carved thee for her seal, and meant thereby\nThou shouldst print more, not let that copy die."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:abd0c2dbebae018e96d63b31:content:796d0054d1b5bc4c863c57b6:1:sense,"An impression of such stamp on wax, paper or other material used for sealing.",,,UNCERTAIN,Seal as the stamp/device versus the impression it makes. Closely linked but object-versus-result distinction may merit separate learner meanings.
set:verb:7263fa92ea58:07b613c64e86b973,175,set,verb,,WIK:wiktionary-20260901:m004.3-v1:en:05466c79dbdf86306b603b91:content:e3c5d7a96e9a8b7ba1ef96ff:1:sense,To sit (be in a seated position).,Midwestern-US;Southern-US;dialectal;intransitive,"{""bold_text_offsets"": [[3, 7]], ""text"": ""He sets in that chair all day."", ""type"": ""example""} | {""bold_text_offsets"": [[34, 37]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter VII, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC:"", ""text"": ""Old Applegate, in the stern, just set and looked at me, and Lord James, amidship, waved both arms and kept hollering for help. I took a couple of everlasting big strokes and managed to grab hold of the skiff's rail, close to the stern."", ""type"": ""quotation""} | {""bold_text_offsets"": [[103, 106]], ""ref"": ""1987, Toni Morrison, Beloved, page 227:"", ""text"": ""And if Mrs. Garner didn't need me right there in the kitchen, I could get a chair and you and me could set out there while I did the vegetables."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:05466c79dbdf86306b603b91:content:f6f8e79f76e196a12a1c068f:1:sense,"To rest or lie somewhere, on something, etc.; to occupy a certain place.",Midwestern-US;Southern-US;dialectal;intransitive,"{""bold_text_offsets"": [[112, 118]], ""ref"": ""1975, “Convoy”, in C.W. McCall, Chip Davis (lyrics), Black Bear Road, performed by C. W. McCall:"", ""text"": ""Well, we rolled up Interstate 44\nLike a rocket-sled on rails.\nWe tore up all of our swindle sheets\nAnd left 'em settin' on the scales."", ""type"": ""quotation""}",UNCERTAIN,"'Set' as sit versus rest/lie/occupy a place. Historically/semantically related, but learner usage and grammar differ."
spring:noun:4317d20f2257:1248b1bfbc5e0dc8,176,spring,noun,,WIK:wiktionary-20260901:m004.3-v1:en:0c1be4aedbd40785a02d1d57:content:2f49c81d029564207e2c29ed:1:sense,"Something which springs, springs forth, springs up, or springs back, particularly | A grove of trees; a forest.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:0c1be4aedbd40785a02d1d57:content:d7cd2c672a4a5cbc226319f5:1:sense,"Something which springs, springs forth, springs up, or springs back, particularly | A group of teal.",collective;countable;uncountable,"{""bold_text_offsets"": [[108, 114]], ""ref"": ""2013, H. Folkard, The Wildfowler - A Treatise on Fowling, Ancient and Modern, Read Books Limited:"", ""text"": ""It is sometimes the practice of the fowler to delay his performances a few days when there are only a small spring of teal; this delay frequently proves highly judicious, for when undisturbed they assemble at decoys in great numbers."", ""type"": ""quotation""} | {""bold_text_offsets"": [[29, 35]], ""ref"": ""1894, “Humber Shore-Shooting”, in Baily's Magazine of Sports Pastimes, volume 64, page 289:"", ""text"": ""A peep over the bank, and a \""spring\"" of teal are up, but only to divide into two, and I mark down the larger one into open water some hundred and fifty yards off."", ""type"": ""quotation""} | {""bold_text_offsets"": [[71, 77]], ""ref"": ""1870 February 1, “The Teal”, in John Eller Taylor, Mordecai Cubitt Cooke, editor, Hardwicke's Science-gossip, Robert Hardwicke, page 35:"", ""text"": ""Of all the prizes with which a wild-fowl shooter could wish to meet, a spring of Teal is amongst the first."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
